Order_Date,Full_Date,Numeric_Date,Date_Uncertainty,Rel,Type,Size,Size_Val,Magnitude,Magnitude_Avg,Max_Intensity,Depth,Epi_X,Epi_Y,Region,Most_Damaged_Sites,Most_Damaged,MSRD_X,MSRD_Y,Tsunami,GII,Description,Historical_Reports,Ref,Evidence_Type,C_Damage,Max_Damage
360,1837 Jan 16,1837.20000000,-,Moderate,A,2,Moderate,,5.50000000,NULL,NULL,NULL,NULL,C-N,"Rum, Nablus, Jaffa",Roum (A),36.13000000,37.13000000,0,0,AM: probably an aftershock of the 1837 Jan 1st event originated at Rum but caused damage in Nablus and Jaffa,TODO,AM;,Historical,2,4
361,1837 Jan 22,1837.30000000,-,High,A,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,"Rum, south Lebanon",Roum (A),36.13000000,37.13000000,0,0,NULL,TODO,AM;,Historical,1,1
362,1837 May 20,1837.40000000,-,High,A,2,Moderate,,5.50000000,NULL,NULL,NULL,NULL,C-N,"Rum, south Lebanon",Roum (A),36.13000000,37.13000000,0,0,AM: probably an aftershock of the 1837 Jan 1st event,TODO,AM;,Historical,1,3
364,1839,1839.00000000,1,Moderate,S,2,Moderate,"5.5 (Light damage, personal jujdement)",5.50000000,NULL,NULL,NULL,NULL,S,St. Catherine,St. Catherine,33.97000000,28.55000000,0,0,"AM: light event  mentioned by Grigoriadis, near contemporary writer. However, the source of the event is questionable; there are no other supportive reports of damage in the south DST area (Eilat or Aqaba) and the event could have been generated elsewhere.","Near Contemporary: Grigoriadis 1875, 48;
Todo: Rabino 1937, 25",AM;,Historical,1,3
365,1841 May 1,1841.00000000,-,High,C,1,Light,,4.50000000,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,TODO,AM;,Historical,1,0
367,1844 Sep 19,1844.00000000,-,High,MA,1,Light,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,TODO,AM; SDM;,Historical,1,2
370,1845 Feb 15,1845.20000000,-,Moderate,C,1,Light,,NULL,NULL,NULL,NULL,NULL,C-N,Bekaa,Bekaa (A),36.14000000,34.00000000,0,0,NULL,TODO,AM; SDM;,Historical,3,0
371,1846 Jan 8,1846.00000000,-,High,C,1,Light,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,TODO,AM;,Historical,1,0
373,1846 Dec 3,1846.30000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,TODO,AM; SDM;,Historical,1,1
375,1849 Dec 5,1849.00000000,-,High,S,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Beirut,Beirut,35.48000000,33.89000000,0,0,NULL,TODO,AM;,Historical,1,2
376,1850 Feb 12,1850.00000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Beirut,Beirut,35.48000000,33.89000000,0,0,NULL,TODO,AM; SDM;,Historical,2,1
378,1852 Oct 16,1852.00000000,-,High,C,1,Light,,4.50000000,NULL,NULL,NULL,NULL,N,Sejar,Shaizar,36.56000000,35.25000000,0,0,NULL,TODO,AM;,Historical,1,1
381,1854 Nov 3,1854.00000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,"Dead Sea, Jerusalem",Dead Sea East (A),35.57000000,31.62000000,0,0,AM: Felt only. The only source is PER catalogue,Perrey 1864b,AM; PER,Historical,3,1
390,1855 Jul 10,1855.00000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Beirut,Beirut,35.48000000,33.89000000,0,0,NULL,TODO: Perrey,AM;,Historical,2,1
393,1856 Sep 28,1856.00000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Beirut,Beirut,35.48000000,33.89000000,0,0,NULL,TODO: Perrey,AM;,Historical,1,1
397,1857 Mar 6,1857.00000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,TODO: Perrey,AM;,Historical,1,0
403,1859 Jan 28,1859.00000000,-,Moderate,S,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Beirut,Beirut,35.48000000,33.89000000,0,0,NULL,"TODO:Perrrey 1862b, 40",AM; SDM;,Historical,1,2
406,1859 Oct 24 (05:15),1859.20000000,-,High,S,2,Moderate,"5.5 (Light damage, personal jujdement)",5.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,1,AM: a strong earthquake but without reported damage,"TODO - Neumann 1877, 70",AM; GII,Historical,2,2
406,1859 Oct 24 (05:15),1859.20000000,-,High,S,2,Moderate,"5.5 (Light damage, personal jujdement)",5.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,1,AM: a strong earthquake but without reported damage,"TODO - Neumann 1877, 70",AM; GII,Historical,2,2
413,1863 Sep 24 (20:15),1863.20000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,AM: felt only,TODO - Chaplin 1883,AM;,Historical,2,1
413,1863 Sep 24 (20:15),1863.20000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,AM: felt only,TODO - Chaplin 1883,AM;,Historical,2,1
414,1864 Feb 19 (midnight),1864.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,AM: felt only,TODO - Chaplin 1883,AM;,Historical,2,1
414,1864 Feb 19 (midnight),1864.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,AM: felt only,TODO - Chaplin 1883,AM;,Historical,2,1
415,1864 Mar 24 (02:30),1864.20000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,AM: felt only,TODO - Chaplin 1883,AM;,Historical,2,1
415,1864 Mar 24 (02:30),1864.20000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,AM: felt only,TODO - Chaplin 1883,AM;,Historical,2,1
416,1864 Aug 15,1864.30000000,-,High,S,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,"TODO -  PCH 1281, no. 1209; Schmidt 1879; Perrey 1866, 72",AM; SDM;,Historical,1,1
419,1867 Apr 14,1867.00000000,-,High,S,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,TODO - newspaper,"PAAZ 1867, no. 149.2443; Perrey 1870, 160",AM;,Historical,1,0
420,1868 Jan 24 (15:50),1868.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,AM: felt only,TODO - Chaplin 1883,AM;,Historical,2,1
420,1868 Jan 24 (15:50),1868.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,AM: felt only,TODO - Chaplin 1883,AM;,Historical,2,1
422,1868 Apr 16,1868.30000000,-,Moderate,MA,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,"TODO - At 08:45, main shock lasting about 35 seconds","Anon. 1868; Anon.1869; Perrey 1872, 77;",AM; SDM;,Historical,1,1
423,1868 Oct 7 (19:30),1868.40000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,AM: felt only,TODO - Chaplin 1883,AM;,Historical,2,1
423,1868 Oct 7 (19:30),1868.40000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,AM: felt only,TODO - Chaplin 1883,AM;,Historical,2,1
424,1870 Jan 2,1870.00000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,TODO - At 02:00,"Perrey 1873, 62",AM; SDM;,Historical,1,0
427,1873 Feb 9,1873.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,N,Antioch,Antakya,36.16000000,36.20000000,0,0,NULL,"PRG 1289 26/12; Schmidt 1879, 315",AM; SDM;,Historical,1,1
428,1873 Feb 14,1873.20000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,"Jerusalem, Akko, Sur",Akko,35.07000000,32.92000000,0,1,AM: Felt only. This earthquake may have amalgamated either with the one reported in 9.2.1873 that affected Antakya region or 29.6.1873 (affected Jerusalem and Jaffa),"PRGV 1873 24.2; PNT 1873 06/03; Schmidt 1879, 315",AM; SDM; GII,Historical,7,1
429,1873 Jun 29 (02:30),1873.30000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,"Jerusalem, Jaffa",Jaffa,34.75000000,32.05000000,0,0,AM: felt only,Chaplin 1883,AM;,Historical,4,1
430,1874 Feb 13,1874.00000000,-,High,S,1,Light,NULL,NULL,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,"In the report of the Royal Commision on Historical Manuscripts from 1975 on the PEF western survey there is a report of  """"a small earthquake tremor in J. “[Jerusalem, my interpretation] . No other reporting source at the time but the British reports tend to be highy reliable.","Royal Commision on Historical Manuscripts, 1975. Report on the papers of the Palestine Exploration Fund: Western Survey 1871-1902, 10",NULL,Historical,2,1
430,1874 Feb 13,1874.00000000,-,High,S,1,Light,NULL,NULL,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,"In the report of the Royal Commision on Historical Manuscripts from 1975 on the PEF western survey there is a report of  """"a small earthquake tremor in J. “[Jerusalem, my interpretation] . No other reporting source at the time but the British reports tend to be highy reliable.","Royal Commision on Historical Manuscripts, 1975. Report on the papers of the Palestine Exploration Fund: Western Survey 1871-1902, 10",NULL,Historical,2,1
431,1874 Mar 03 (01:40),1874.20000000,-,High,S,1,Light,,NULL,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,1,AM: felt only,Chaplin 1883,AM; GII,Historical,2,1
431,1874 Mar 03 (01:40),1874.20000000,-,High,S,1,Light,,NULL,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,1,AM: felt only,Chaplin 1883,AM; GII,Historical,2,1
432,1875 Mar 28 (02:48),1875.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,AM: felt only,PBS 1291 24.4,AM;,Historical,2,1
432,1875 Mar 28 (02:48),1875.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,AM: felt only,PBS 1291 24.4,AM;,Historical,2,1
433,1875 Aug 21,1875.20000000,-,High,S,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Antioch,Antakya,36.16000000,36.20000000,0,0,TODO - newspaper (Neotolis tis Anatolis (constantinopeleus) 1867-1899 (PNA) + Basirat istanbul 1875 no. 1600,"PNA 1875 4.9, 5.9; PBS no. 1600",AM;,Historical,2,2
434,1875 Nov 9,1875.30000000,-,High,C,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Antioch,Antakya,36.16000000,36.20000000,0,0,Two strong shocks. Lasted for 2 seconds,Basirat istanbul 1875 no. 1671 - (PBS),AM;,Historical,1,1
436,1877 Feb 15 (07:15),1877.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,AM: felt only,Chaplin 1883,AM;,Historical,2,1
436,1877 Feb 15 (07:15),1877.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,AM: felt only,Chaplin 1883,AM;,Historical,2,1
437,1877 Mar 14 (06:15),1877.20000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,AM: felt only,Chaplin 1883,AM;,Historical,2,1
437,1877 Mar 14 (06:15),1877.20000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,AM: felt only,Chaplin 1883,AM;,Historical,2,1
438,1877 Nov 15,1877.30000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,"Fuchs 1886, 486",AM;,Historical,1,0
439,1879 May 19 (06:00),1879.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Haifa,Haifa,35.00000000,32.82000000,0,0,"AM: strong earthquake at 06:00, lasted for only a few seconds",Carmel 1884,AM;,Historical,1,1
441,1879 Dec 31 (09:00),1879.20000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,1,AM: felt only,Chaplin 1883,AM; GII,Historical,2,1
441,1879 Dec 31 (09:00),1879.20000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,1,AM: felt only,Chaplin 1883,AM; GII,Historical,2,1
443,1884 Jun 5,1884.00000000,-,High,S,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,TODO - Scientiic article. Ocured at 09:55 and lasted for 6 seconds,"Fuchs 1886, 490",AM; SDM;,Historical,1,1
445,1889 Aug 23 (19:00),1889.00000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Safed,Safed,35.48000000,32.96000000,0,0,AM: Felt only. according to newspaper report from 13/9/1889,"Havazelet, Jerusalem 1872 - (PHZ) 13/9",AM;,Historical,1,1
446,1889 Dec 11 (00:25),1889.20000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,AM after AAT: Felt only,Amiran 1994 – according to notebook of the Meteorological service of Israel,AM; AAT,Historical,2,1
446,1889 Dec 11 (00:25),1889.20000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,AM after AAT: Felt only,Amiran 1994 – according to notebook of the Meteorological service of Israel,AM; AAT,Historical,2,1
447,1893 Jan 12 (04:00),1893.00000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,AM after AAT: Felt only,Amiran 1994 – according to notebook of the Meteorological service of Israel,AM; AAT,Historical,2,1
447,1893 Jan 12 (04:00),1893.00000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,AM after AAT: Felt only,Amiran 1994 – according to notebook of the Meteorological service of Israel,AM; AAT,Historical,2,1
448,1893 Feb,1893.20000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,N,Antioch,Antakya,36.16000000,36.20000000,0,0,"AM:  according to report the newspaper Basirat Istanbul 1893, 19/2",Basirat Istanbul 1893 19/2,AM;,Historical,1,1
449,1893 Mar 4,1893.30000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,AM: occurred at 01: 25,Rebeur-Paschwitz (1895),AM;,Historical,2,1
450,1893 Mar,1893.40000000,-,High,S,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,"Latakia, Cible",Latakia,35.77000000,35.51000000,0,0,"AM: according to report in the newspaper Sabah Istanbul 1894, 20/3",Sabah Istanbul 1894 20/3,AM;,Historical,1,0
452,1894 Feb 13,1894.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,Agamemnon G. 1894-6 (PBM),AM;,Historical,1,1
457,1898 Mar 19,1898.00000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,"Carmel, Haifa",Haifa,35.00000000,32.82000000,0,0,"Felt only. Occurred at 11:20, lasted about 3 seconds of duration (AAT)",Amiran 1994 – according to notebook of the Meteorological service of Israel,AM; AAT,Historical,2,1
460,1899 Jan 25,1899.00000000,-,High,C,1,Light,,NULL,NULL,NULL,NULL,NULL,C-N,"Sidon, Beirut",Sidon,35.37000000,33.56000000,0,0,According to the newspaper ‘Levant Herald’ published in Constantinople between 1874-1914. The shocks lasted until early February (AM),"Levant Herald, Constantinopole 1874-1914,  27.01, 30.01, 10.02",AM,Historical,2,1
461,1899 Feb 10,1899.20000000,-,High,S,1,Light,NULL,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Rashaya,35.85000000,33.43000000,0,0,Felt in Rashayya and Damascus without reports of damage (AM),"Levant Herald, Constantinopole, 1874-1914, 10.02.",AM,Historical,2,1
468,1900 Jan 5,1900.00000000,1,Moderate,S,1,Light,,NULL,NULL,NULL,NULL,NULL,C,Palestine,Palestine (A),35.20000000,32.39000000,0,0,"Slight shock felt in Galilee, Jerusalem and Hebron. The event is listed in AAT that use SI, WI, BL, AB and  some extracts from the meteorological stations notebooks of the meteorological Service of Israel",NULL,AAT; SI; WI; BL; AB;,Historical,8,1
469,1903 Mar 29 (22:30),1903.00000000,-,Very High,S,2,Moderate,"ML = 5.5, Mb = 5.6 (SAL2; GII)",5.60000000,NULL,10.00,35.49,32.09,C,"Palestine, E. Shomron",Nablus,35.25000000,32.21000000,0,1,"The event is listed in AAT that use SI, WI, BL, AB and  some extracts from the meteorological stations notebooks of the meteorological Service of Israel. See also SAL2 following IPRG catalogs (which are based on ISN recordings and international sources)",NULL,AAT; SI; WI; BL; AB; SAL2; GII,Historical,21,2
470,1903 Dec 19 (00:20-00:44?),1903.20000000,-,Moderate,C,1,Light,,NULL,NULL,NULL,NULL,NULL,C,"Jerusalem, Jaffa, Hebron",Jaffa,34.75000000,32.05000000,0,0,Felt only. AAT use some extracts from the meteorological stations notebooks of the meteorological Service of Israel,NULL,AAT,Historical,4,1
471,1907 Feb 1 (01:00),1907.00000000,-,Moderate,S,1,Light,,NULL,NULL,NULL,NULL,NULL,C,Hebron,Hebron,35.09000000,31.51000000,0,0,Felt only. AAT use some extracts from the meteorological stations notebooks of the meteorological Service of Israel,NULL,AAT,Historical,1,1
476,1910 Jul 10 (19:54),1910.00000000,-,Very High,S,1,Light,"Mb = 4.9 (SAL2, GII)",4.90000000,NULL,10.00,35.90,33.80,C-N,Yammuneh,Yammuneh (A),36.01000000,34.13000000,0,1,Felt only. According to SAL2 based on SHA2,NULL,SAL2; GII,Historical,1,1
477,1914 Jun 24 (16:40),1914.00000000,-,Moderate,S,1,Light,,NULL,NULL,NULL,NULL,NULL,C,Tabgha,Tabgha,35.53000000,32.87000000,0,0,AAT: Felt only,NULL,AAT,Historical,1,1
478,1918 Sep 29 (12:07),1918.00000000,-,Very High,S,4,Strong,"Mb = 6.4 (GII), ML = 6.2 (SAL2), Mw=6.6 (USGS)",6.40000000,NULL,15.00,36.07,35.23,C-N,Syria; Haifa; Kalkilia,Syria (A),37.03000000,34.93000000,0,1,"Damaging event in northern Syria (SAL2 and references therein). AM5 places the source origin near Cyprus. The event was probably slightly felt in Haifa and maybe at Kalkilia (AAT). 
USGS: Epi near the coast of Syria
AMAD: The shock was strong in the districts of Larnaka and Ammochostos and it was widely felt in Nicosia, Limassol, Paphos and their respective districts. It was stronger in the Batrun area in the Lebanon; at Ghazir the shock caused the collapse of a bell tower and some minor damage to villages around Beirut. The shock was felt in Haifa and it was perceptible as far south as Qalqilyah.",NULL,AAT; SAL2; AM5; USGS (iscgem); GII; AMAD,Historical,9,2
480,1921 Apr-Jun,1921.20000000,-,Moderate,C,1,Light,,4.50000000,V-VI (MMS),NULL,NULL,NULL,C,Galilee,Galilee (A),35.45000000,32.91000000,0,0,"Felt only. According to AAT, 15 slight events during April-June felt in the Galilee",NULL,AAT,Historical,2,1
482,"1922 May 5,8 and 9",1922.20000000,-,Moderate,C,1,Light,,NULL,NULL,NULL,NULL,NULL,C,Galilee,Galilee (A),35.45000000,32.91000000,0,0,Felt in northern Mandatory Palestine (AAT),NULL,AAT,Historical,2,1
483,"1922 May 21, 22 and 23",1922.30000000,-,Moderate,C,1,Light,,NULL,V-VI (MMS),NULL,NULL,NULL,C,Galilee,Galilee (A),35.45000000,32.91000000,0,0,Felt in northern Mandatory Palestine (AAT),NULL,AAT,Historical,4,1
484,1923 Feb 27 (18:15),1923.00000000,-,High,S,2,Moderate,"ML = 5.3, Mb = 5.0 (SAL2)",5.00000000,IV (MMS),NULL,35.30,32.60,C,Aloney Abba (Waldheim),Alonei Abba,35.16000000,32.71000000,0,0,Felt only. See also SAL2 following IPRG catalogs (which are based on ISN recordings and international sources),NULL,AAT; SAL2;,Historical,1,1
485,1923 Dec 21 (14:11),1923.20000000,-,High,S,2,Moderate,"ML = 5.1, Mb = 4.9 (SAL2)",5.00000000,NULL,NULL,36.00,36.20,N,Antioch,Antakya,36.16000000,36.20000000,0,0,Felt only. SAL2 based upon RIME,NULL,SAL2;,Historical,1,1
487,1924 Feb 27 (20:04),1924.20000000,-,Very High,S,2,Moderate,"Md = 5.7 (GII), Mb = 5.0 (SAL2)",5.30000000,VI (MMS),10.00,36.20,32.70,C,W.Sirhan,Irbid,35.84000000,32.56000000,0,1,"Felt only. AAT base upon BM and SI. However, BM draws from SI whereas the later do not mention his sources. Yet, in light of SI contemporaneous, the event is attributed with moderate reliability. See also SAL2",NULL,AAT; SAL2; BM; SI; GII,Historical,5,1
489,1926 Jun 26 (19:46),1926.00000000,-,Moderate,S,1,Light,,NULL,V (MMS),NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,"Felt only. AAT base upon BM and SI. However, BM draws from SI whereas the later do not mention his sources. Yet, in light of SI contemporaneous, the event is attributed with moderate reliability.",NULL,AAT; BM; SI,Historical,2,1
489,1926 Jun 26 (19:46),1926.00000000,-,Moderate,S,1,Light,,NULL,V (MMS),NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,"Felt only. AAT base upon BM and SI. However, BM draws from SI whereas the later do not mention his sources. Yet, in light of SI contemporaneous, the event is attributed with moderate reliability.",NULL,AAT; BM; SI,Historical,2,1
490,1927 Jul 11 (15:04),1927.00000000,-,Very High,S,4,Strong,"6.25 (AVN; AVN2); 6.2 (BM2); 6.3 (MIG), Mw=6.3 (USGS)",6.25000000,NULL,15.00,35.50,31.80,C,"Nablus, Ramla",Nablus,35.25000000,32.21000000,0,1,Moderate event with series of aftershocks (SAL). About 300 hundred casualties.  Magnitude estimated  as ML = 6.2 with epicenter at the north of the Dead Sea (AVN; AVN2; ZOMA). USGS: Epi at the Dead Sea region,List of references appear in AVN,AVN; AVN2; SAL; SAL2; ZOMA; AAT; BM2; VEST; SHA; KEN; AMM; USGS (iscgem); GII,Historical,142,4
