Order_Date,Full_Date,Numeric_Date,Event_Type,Event_Mag,Rel,SITE_NAME,POINT_X,POINT_Y,Damage,Damage_Val,Causalties_Val,EMS98_Value,EMS98_Num,MSK_Value,MSK_Num,Other_Intensity,Total_Bld,Damaged_Bld,Total_Pop,Casualties,Injuries,Description
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Hr,Cyprus (A),33.10000000,34.98000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Mr,Mesopotamia (A),41.36000000,34.60000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Hr,Payas,36.21000000,36.75000000,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Hr,Black Sea (U),33.65082151,33.05128774,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Hr,Sweida,36.57000000,32.70000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Vr,Han Sheikhun (U),33.65082151,33.05128774,5,Severe,"Few casualties

",U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Hr,Atmanlu,36.35000000,37.05000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Vr,Sagce (U),33.65082151,33.05128774,5,Severe,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Vr,Araplar,36.43000000,36.74000000,5,Severe,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Vr,Burc (U),33.65082151,33.05128774,5,Severe,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Vr,Kehiz (U),33.65082151,33.05128774,5,Severe,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Mr,Shikaghi (U),33.65082151,33.05128774,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Vr,Orontes,36.41000000,35.52000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Vr,Armennaz,36.44000000,36.49000000,5,Severe,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Hr,Darkush,36.39000000,35.99000000,5,Severe,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Vr,Jisr Al-Shughur,36.31000000,35.80000000,5,Severe,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Hr,Jur (U),33.65082151,33.05128774,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Mr,Unspecified,35.92000000,33.29000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Vr,Idlib,36.63000000,35.93000000,5,Severe,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Hr,Beilan(U),33.65082151,33.05128774,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Hr,Misis,35.62000000,36.96000000,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Vr,Kozan,35.80000000,37.45000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Hr,Maras,36.86000000,37.70000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Hr,Nizip (U),33.65082151,33.05128774,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Hr,Trabazon,39.73000000,40.99000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Hr,Tokat,36.55000000,40.30000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Hr,Merzifon,35.46000000,40.87000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Mr,Ufra,36.74000000,38.11000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,Mr,Kiyarbakir (U),33.65082151,33.05128774,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
340,1822 Aug 15 (night),1822.20000000,A,NULL,Hr,Aleppo,37.15000000,36.21000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
340,1822 Aug 15 (night),1822.20000000,A,NULL,Hr,Kilis,37.11000000,36.71000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
340,1822 Aug 15 (night),1822.20000000,A,NULL,Hr,Antakya,36.16000000,36.20000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
340,1822 Aug 15 (night),1822.20000000,A,NULL,Hr,Jisr (U),33.65082151,33.05128774,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
341,1822 Sep 5,1822.30000000,A,NULL,Hr,Aleppo,37.15000000,36.21000000,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
341,1822 Sep 5,1822.30000000,A,NULL,Hr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
341,1822 Sep 5,1822.30000000,A,NULL,Hr,Cyprus (A),33.10000000,34.98000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
342,1822 Sep 29,1822.40000000,A,NULL,Hr,Aleppo,37.15000000,36.21000000,0,None,"Few casualties

",U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
343,1822 Sep 30,1822.50000000,A,NULL,Hr,Aleppo,37.15000000,36.21000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
344,1822 Oct 12,1822.60000000,A,4.50000000,Hr,Sweida,36.57000000,32.70000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
344,1822 Oct 12,1822.60000000,A,4.50000000,Hr,Antakya,36.16000000,36.20000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
344,1822 Oct 12,1822.60000000,A,4.50000000,Hr,Aleppo,37.15000000,36.21000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
345,1822 Nov 12,1822.70000000,A,NULL,Hr,Aleppo,37.15000000,36.21000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
346,1823 Jan 7,1823.00000000,A,NULL,Mr,Aleppo,37.15000000,36.21000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
347,1823 Feb 11,1823.20000000,A,NULL,Mr,Sweida,36.57000000,32.70000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
348,1823 May 18,1823.30000000,A,NULL,Hr,Aleppo,37.15000000,36.21000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
349,1823 Jun 4,1823.40000000,A,4.50000000,Hr,Antakya,36.16000000,36.20000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,1823 Jun 30,1823.50000000,A,NULL,Hr,Idlib,36.63000000,35.93000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,1823 Jun 30,1823.50000000,A,NULL,Hr,Aleppo,37.15000000,36.21000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,1823 Jun 30,1823.50000000,A,NULL,Hr,Antakya,36.16000000,36.20000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,1823 Jun 30,1823.50000000,A,NULL,Hr,Qusayr [TR],36.18000000,36.05000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,1823 Jun 30,1823.50000000,A,NULL,Hr,Maras,36.86000000,37.70000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,1823 Jun 30,1823.50000000,A,NULL,Hr,Homs,36.71000000,34.73000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,1823 Jun 30,1823.50000000,A,NULL,Hr,Alexandreta,36.17000000,36.58000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
351,1823 Sep 4,1823.60000000,A,4.50000000,Hr,Antakya,36.16000000,36.20000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
352,1823 Oct 16,1823.70000000,A,4.50000000,Hr,Latakia,35.77000000,35.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
352,1823 Oct 16,1823.70000000,A,4.50000000,Hr,Alexandreta,36.17000000,36.58000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
352,1823 Oct 16,1823.70000000,A,4.50000000,Hr,Antakya,36.16000000,36.20000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
352,1823 Oct 16,1823.70000000,A,4.50000000,Hr,Aleppo,37.15000000,36.21000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
353,1824 Jan 12,1824.00000000,A,4.50000000,Hr,Antakya,36.16000000,36.20000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
354,1824 Mar 14,1824.20000000,A,4.50000000,Hr,Aleppo,37.15000000,36.21000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
355,1830 Dec 21,1830.00000000,C,NULL,Hr,Aleppo,37.15000000,36.21000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
356,1831 Feb 22,1831.00000000,S,NULL,Hr,Aleppo,37.15000000,36.21000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
356,1831 Feb 22,1831.00000000,S,NULL,Mr,Beilan(U),33.65082151,33.05128774,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
356,1831 Feb 22,1831.00000000,S,NULL,Mr,Unknown,33.65082151,33.05128774,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
356,1831 Feb 22,1831.00000000,S,NULL,Mr,Test,NULL,NULL,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
356,1831 Feb 22,1831.00000000,S,NULL,Mr,Bara(U),33.65082151,33.05128774,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
356,1831 Feb 22,1831.00000000,S,NULL,Mr,Qal'at Mahalbe (U),33.65082151,33.05128774,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Vr,Deir Mar-Saba,35.33000000,31.70000000,3,Moderate,No casualties,6-7,6.50000000,U,-1.00000000,NULL,1,1,-,-,-,"The church of the monastery of Deir Mar Saba was cracked in two places and two of its belfries were thrown down (PEMS 1834, 176)."
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Hr,Jaffa,34.75000000,32.05000000,2,Light,No casualties,6-7,6.50000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"According to letters from eyewitnesses, the shocks caused some concern and damaged a few dilapidated free-standing walls, cracking house ceilings (Thompson 1835)"
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Vr,Tiberias - Southern Gate,29.75160000,33.67970000,3,Moderate,No casualties,6-7,6.50000000,U,-1.00000000,NULL,NULL,Few,NULL,NULL,NULL,Houses suffered various degrees of damage without loss of life
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Vr,Jerusalem,35.23371042,31.77430227,3,Moderate,No casualties,6-7,6.50000000,U,-1.00000000,NULL,NULL,Few,NULL,NULL,NULL,Houses suffered various degrees of damage without loss of life
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Vr,Umm al-Rasas,35.92000000,31.50000000,3,Moderate,No casualties,7-8,7.50000000,U,-1.00000000,NULL,NULL,NULL,-,-,-,Damage to historical remains (Klein 1868; Anderson 1997)
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Vr,Al-Rahba,35.72000000,31.35000000,3,Moderate,No casualties,7-8,7.50000000,U,-1.00000000,NULL,NULL,NULL,-,-,-,Damage to historical remains (Klein 1868; Anderson 1997)
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Hr,Dead Sea Southwest (A),35.36000000,31.13000000,0,None,No casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"After the earthquake of 1834, a large quantity of asphalt was apparently cast onto the shore near the southwestern corner of the Dead Sea, three tons of which were brought to market by the natives"
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Vr,Caesarea,34.89000000,32.50000000,3,Moderate,No casualties,7,7.00000000,U,-1.00000000,NULL,NULL,NULL,-,-,-,"Parts of the remaining old walls fell (Poujoulat 1840, 154); Some houses fell (Poujoulat 1840, 154); Four nearby villages were also affected, without casualties (Poujoulat 1840, 154)"
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Vr,Gaza,34.46000000,31.50000000,1,Felt,No casualties,5,5.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Vr,Akko,35.07000000,32.92000000,1,Felt,No casualties,5,5.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Hr,Church of the Nativity,35.20000000,31.70000000,3,Moderate,U,7,7.00000000,U,-1.00000000,NULL,1,1,-,-,-,"The Church of the Nativity, which had become degraded through neglect, was damaged (PEMS 1834, 176)."
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Hr,Medaba,35.76000000,31.71000000,3,Moderate,No casualties,7-8,7.50000000,U,-1.00000000,NULL,NULL,NULL,-,-,-,Damage to historical remains (Klein 1868; Anderson 1997)
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Vr,Ashkelon,34.54000000,31.66000000,1,Felt,No casualties,5,5.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Hr,Al-Nabi Dau'd,35.22986220,31.77156356,4,Heavy,No casualties,7-8,7.50000000,U,-1.00000000,NULL,5-6,1,-,-,-,The Minaret on Mt Zion collapsed (Zohar et al 2015)
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Hr,Old Walls Jerusalem (A),35.23000000,31.77000000,3,Moderate,No casualties,8-9,8.50000000,U,-1.00000000,NULL,-,-,-,-,-,"In Jerusalem part of the wall, where it forms the outer enclosure of the al-Aqsa mosque, crumbled during the first shock (AM after Nicolayson 1911, 83–89)"
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Hr,Minaret Mt. Olives [Delete],35.24566860,31.77933651,4,Heavy,No casualties,7-8,7.50000000,U,-1.00000000,NULL,1,1,-,-,-,"One minaret in the city [The minaret on Mt. Zion, my addition] and another on the Mount of Olives were shaken down (Spyridon 1938)"
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Hr,Ascension Chapel,35.24566860,31.77933651,4,Heavy,No casualties,7-8,7.50000000,U,-1.00000000,NULL,1,1,-,-,-,The cupola of the church of the Ascension caved in (Spyridon 1938)
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Hr,St. Prodromos Church,35.23126499,31.77669384,3,Moderate,No casualties,7,7.00000000,U,-1.00000000,NULL,1,1,-,-,-,"The church of St Prodromos was damaged (PEMS 1834, 176)."
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Hr,Holy Sepulchre Church,35.22969717,31.77846795,3,Moderate,No casualties,7-8,7.50000000,U,-1.00000000,NULL,1,5-10,-,-,-,"The masonry dome of the church of the Holy Sepulchre was damaged (PEMS 1834, 176) and, according to others, collapsed (Thompson 1835). In fact, the structure was only damaged, with the French and Russians pledging to finance its repair"
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Hr,Dhiban,35.78000000,31.49000000,2,Light,No casualties,6,6.00000000,U,-1.00000000,NULL,1,1,-,-,-,"The walls of the Church of the Cross were cracked (PEMS 1834, 176)."
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Hr,Dhiban,35.78000000,31.49000000,3,Moderate,No casualties,7,7.00000000,U,-1.00000000,NULL,1,1,-,-,-,The earthquake toppled the Moabite monolith of Meisha ((Klein 1868; Anderson 1997)
357,1834 May 26 (13:00),1834.00000000,S,6.30000000,Hr,Tiberias,35.54223594,32.78604531,0,None,No casualties,1,1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,Not felt (AM)
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Mr,Shouff (A),35.54000000,33.83000000,0,None,U,5,5.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,No reports (and perhaps also no damage)
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Mr,Joun,35.47000000,33.58000000,3,Moderate,U,7,7.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,Was damaged but details are lacking (AM)
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Mr,Deir Mar-Elias [LB],35.47000000,33.38000000,4,Heavy,Many casualties,8,8.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,72,NULL,Collapsed with the loss of 72 lives (AM)
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Hr,Qal'at al-Shubeibe,35.71000000,33.25000000,4,Heavy,U,7-8,7.50000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"Parts of the Qal’at al-Shubeibe, which stands on the summit of a hill to the east of the village, collapsed (AM)"
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,U,Jatt,35.32000000,33.02000000,-1,U,U,5-6,5.50000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"Kafr Sumei was totally ruined. However, just west
of these villages, Jatt was probably not seriously damaged
(AM after Thomson 1837)."
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,U,I'bllin,35.19000000,32.82000000,-1,U,U,5,5.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"Evlayin suffered relatively little and its minaret was left standing, but in nearby Shefar’am 86 houses were ruined and 139 heavily damaged (AM)"
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,U,Bashan (A),35.99000000,32.44000000,-1,U,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"In the Bashan, allegedly, fire was seen coming out
of the ground (AM after Calman 1837, Thomson 1837, Robinson
1856)."
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Hr,Dhiban,35.78000000,31.49000000,2,Light,U,5,5.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"In the Moab the shock caused sporadic destruction,
particularly to old sites such as at Dihban, where
some free-standing columns and arches were overthrown
(AM after Tristram 1874)."
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,U,Dead Sea East (A),35.57000000,31.62000000,-1,U,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"Allegedly, after the earthquake large masses of bitumen were seen floating in the Dead Sea (AM after Robinson 1856)"
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Pr,Al-Afrish,35.49000000,33.03000000,4,Heavy,U,7,7.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"Reported to has been ruined, but the location could not be identified, either because the name has changed or because  misspelled in the various reports (AM)"
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Vr,Kfar Bir'im,35.41000000,33.04000000,4,Heavy,U,8,8.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"Kafr Bir’im was badly damaged; the church and a row
of columns and other standing remains of an early synagogue
were thrown to the ground (AM)"
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Pr,Unknown,33.65082151,33.05128774,4,Heavy,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Pr,Test,NULL,NULL,4,Heavy,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Vr,Kafr Sumei,35.30000000,32.99000000,5,Severe,U,8-9,8.50000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,Kafr Sumei was totally ruined (AM)
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Vr,Beirut,35.48000000,33.89000000,3,Moderate,"Few casualties

",7,7.00000000,U,-1.00000000,NULL,NULL,8,NULL,2,NULL,"Panic but no serious damage in the city itself. About eight houses, which had been built outside its walls on alluvium by the sea, collapsed, killing two people (AM after Paxton 1839; Rustum 1942)"
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Vr,Kesrawan (A),35.64000000,33.93000000,2,Light,No casualties,5,5.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,No damage (AM)
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Mr,Deir al-Mukhalles,35.54000000,33.77000000,3,Moderate,U,7,7.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,Damaged but details are lacking (AM)
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Vr,Sidon,35.37000000,33.56000000,5,Severe,"Few casualties

",9,9.00000000,U,-1.00000000,NULL,1800,1210,NULL,7,NULL,"Was almost totally ruined. Of its 1800 houses, 580 were demolished and 630 ruined, with the loss of seven lives. Qala’t Mezzeh (Chateau de Saint Louis of the Crusaders), standing on the promontory which divides the two harbours, collapsed. The French merchants’ stores fell and the walls of the town were breached. The town and the land walls were rebuilt by Soleyman Pasha immediately after the earthquake (AM after Thomson 1837; Rustum 1942; Kerhardene 1859)."
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Vr,Al-Ghaziye,35.36000000,33.53000000,3,Moderate,"Few casualties

",7-8,7.50000000,U,-1.00000000,NULL,NULL,14,NULL,7,NULL,"At al-Ghaziye 14 houses collapsed, killing seven people (AM)"
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Hr,Deir Mar-Elias [LB],35.41000000,33.56000000,4,Heavy,U,8,8.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,Seriosly damaged (AM)
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Vr,Deir al-Hatta,35.45000000,33.53000000,5,Severe,U,9,9.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,Totally destroyed (AM)
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Vr,Rumin,35.43000000,33.52000000,5,Severe,U,9,9.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,Totally destroyed (AM)
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Vr,Rashaya,35.85000000,33.43000000,2,Light,U,5-6,5.50000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"The shock was very violent, but it is not known whether it caused any damage (AM following Thomson 1837)"
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Vr,Deir Kifa,35.40000000,33.27000000,4,Heavy,U,9,9.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,Deir Qufa (Deir Kifa) was totally ruined (AM)
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Vr,Dibbin,35.67000000,33.59000000,4,Heavy,U,8,8.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"Al-Kufur collapsed with the loss of 72 lives, and so did Dibbin, Nabatiya, al-Tahta, and Jibshit (AM)"
359,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,Vr,Nabatieh,35.48000000,33.35000000,4,Heavy,U,8-9,8.50000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"Al-Kufur collapsed with the loss of 72 lives, and so did Dibbin, Nabatiya, al-Tahta and Jibshit (AM)"
